source,destination,href,anchor,location,context,status,canonical
/terms-of-service/,/privacy-policy/,/privacy-policy/,Privacy Policy,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/privacy-policy/
/terms-of-service/,/terms-of-service/,/terms-of-service/,Terms of Service,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/terms-of-service/
/work/,/,/,KP Infotech - Home,navigation,a logo relative z-10 transition-opacity duration-300 hover:opacity-80 | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/,/services/,/services/,S e r v i c e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/
/work/,/industries/,/industries/,I n d u s t r i e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/
/work/,/work/,/work/,W o r k,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/,/insights/,/insights/,I n s i g h t s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/,/about/,/about/,A b o u t,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/,/careers/,/careers/,C a r e e r s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/work/,/contact/,/contact/,Contact,navigation,a contact-btn relative overflow-hidden border border-accent px-6 py-2.5 font-body text-sm font-normal tracking-wide text-accent transition-all duration-300 hover:text-bg-primary | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/,/services/,/services/,Services,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/
/work/,/industries/,/industries/,Industries,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/
/work/,/work/,/work/,Work,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/,/insights/,/insights/,Insights,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/,/about/,/about/,About,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/,/careers/,/careers/,Careers,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/work/,/contact/,/contact/,Contact,navigation,a mobile-nav-link mt-4 inline-block border border-accent px-8 py-3 font-body text-xl font-normal tracking-wide text-accent transition-all duration-300 translate-y-8 opacity-0 hover:bg-accent hover:text-bg-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/,/,/,Home,navigation,a breadcrumbs__link | nav breadcrumbs page-hero__breadcrumbs | div page-hero__content | div page-hero__container | section page-hero page-hero--has-image page-hero--inner | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/,/work/cloud-cost-optimization-industrial-sme/,/work/cloud-cost-optimization-industrial-sme/,European Industrial Machinery Manufacturer How We Reduced Cloud Infrastructure Cost from $17K/month to $2.8K/month ERP & Odoo Solutions Cloud & DevOps 2024,card,a work-card work-card--large | div work-grid__masonry | div work-grid__container site-container | section work-grid | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/cloud-cost-optimization-industrial-sme/
/work/,/work/virtual-tours-ai-listings/,/work/virtual-tours-ai-listings/,LuxeHomes Realty Network 3D Virtual Tours & AI Property Listing Platform Business Automation Custom Software Development 2025,card,a work-card work-card--large | div work-grid__masonry | div work-grid__container site-container | section work-grid | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/virtual-tours-ai-listings/
/work/,/work/digital-banking-platform/,/work/digital-banking-platform/,Community Trust Credit Union Modern Digital Banking Platform for Regional Credit Union Custom Software Development Cloud & DevOps 2023,card,a work-card work-card--large | div work-grid__masonry | div work-grid__container site-container | section work-grid | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/digital-banking-platform/
/work/,/work/omnichannel-ecommerce-platform/,/work/omnichannel-ecommerce-platform/,TrendStyle Fashion Retailer Omnichannel E-Commerce Platform with AI-Powered Personalization Custom Software Development AI Automation & Agents 2023,card,a work-card work-card--large | div work-grid__masonry | div work-grid__container site-container | section work-grid | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/omnichannel-ecommerce-platform/
/work/,/work/collaboration-platform-distributed-teams/,/work/collaboration-platform-distributed-teams/,WorkFlow (SaaS Startup) Real-Time Collaboration Platform for Distributed Teams Custom Software Development Cloud & DevOps 2025,card,a work-card work-card--large | div work-grid__masonry | div work-grid__container site-container | section work-grid | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/collaboration-platform-distributed-teams/
/work/,/contact/,/contact/,Start a Project,card,a btn btn--primary | div cta-section__card | div cta-section__container site-container | section cta-section | main flex flex-col gap-10 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/,/,/,KP Infotech - Home,footer,a inline-block mb-6 | div footer-brand | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/,/services/custom-software-development/,/services/custom-software-development/,C u s t o m S o f t w a r e D e v e l o p m e n t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/custom-software-development/
/work/,/services/business-automation/,/services/business-automation/,B u s i n e s s A u t o m a t i o n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/business-automation/
/work/,/services/erp-software/,/services/erp-software/,E R P & O d o o S o l u t i o n s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/erp-software/
/work/,/services/ai-automation-agents/,/services/ai-automation-agents/,A I A u t o m a t i o n & A g e n t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/ai-automation-agents/
/work/,/services/cloud-devops/,/services/cloud-devops/,C l o u d & D e v O p s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/cloud-devops/
/work/,/about/,/about/,A b o u t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/,/work/,/work/,W o r k,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/,/careers/,/careers/,C a r e e r s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/work/,/insights/,/insights/,I n s i g h t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/,/contact/,/contact/,C o n t a c t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/,/industries/healthcare/,/industries/healthcare/,H e a l t h c a r e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/healthcare/
/work/,/industries/retail-ecommerce/,/industries/retail-ecommerce/,R e t a i l & E - c o m m e r c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/retail-ecommerce/
/work/,/industries/manufacturing/,/industries/manufacturing/,M a n u f a c t u r i n g,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/manufacturing/
/work/,/industries/logistics/,/industries/logistics/,L o g i s t i c s & S u p p l y C h a i n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/logistics/
/work/,/industries/finance/,/industries/finance/,F i n a n c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/finance/
/work/,/industries/startups/,/industries/startups/,S t a r t u p s & S M E s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/startups/
/work/,/industries/real-estate/,/industries/real-estate/,R e a l E s t a t e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/real-estate/
/work/,/industries/education/,/industries/education/,E d u c a t i o n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/education/
/work/,/privacy-policy/,/privacy-policy/,Privacy Policy,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/privacy-policy/
/work/,/terms-of-service/,/terms-of-service/,Terms of Service,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/terms-of-service/
/work/cloud-cost-optimization-industrial-sme/,/,/,KP Infotech - Home,navigation,a logo relative z-10 transition-opacity duration-300 hover:opacity-80 | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/work/cloud-cost-optimization-industrial-sme/,/services/,/services/,S e r v i c e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/
/work/cloud-cost-optimization-industrial-sme/,/industries/,/industries/,I n d u s t r i e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/
/work/cloud-cost-optimization-industrial-sme/,/work/,/work/,W o r k,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/cloud-cost-optimization-industrial-sme/,/insights/,/insights/,I n s i g h t s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/cloud-cost-optimization-industrial-sme/,/about/,/about/,A b o u t,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/cloud-cost-optimization-industrial-sme/,/careers/,/careers/,C a r e e r s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/work/cloud-cost-optimization-industrial-sme/,/contact/,/contact/,Contact,navigation,a contact-btn relative overflow-hidden border border-accent px-6 py-2.5 font-body text-sm font-normal tracking-wide text-accent transition-all duration-300 hover:text-bg-primary | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/work/cloud-cost-optimization-industrial-sme/,/services/,/services/,Services,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/
/work/cloud-cost-optimization-industrial-sme/,/industries/,/industries/,Industries,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/
/work/cloud-cost-optimization-industrial-sme/,/work/,/work/,Work,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/work/cloud-cost-optimization-industrial-sme/,/insights/,/insights/,Insights,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/work/cloud-cost-optimization-industrial-sme/,/about/,/about/,About,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/work/cloud-cost-optimization-industrial-sme/,/careers/,/careers/,Careers,navigation,a mobile-nav-link block font-body text-3xl font-normal tracking-wide transition-all duration-300 translate-y-8 opacity-0 text-text-secondary hover:text-text-primary | li  | ul flex flex-col gap-6 | nav  | div flex flex-1 flex-col justify-center px-6 py-24 | div fixed inset-0 z-40 flex flex-col bg-bg-primary opacity-0 pointer-events-none transition-opacity duration-300 lg:hidden | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
